frame,t_s,t_unix_s,n_ref,green_x_m,green_y_m,red_x_m,red_y_m,x_m,y_m,heading_deg,vx_m_s,vy_m_s,u_m_s,v_m_s,r_deg_s,scale,ref_world_rms_m,ref_range_rms_m,color_spacing_m,motion_reset,homography_state,reference_method,calibration_debug_schema_version,frame_width_px,frame_height_px,ref_tag_size_m,visible_ref_ids,candidate_available,candidate_accepted,candidate_reject_reason,candidate_method,candidate_world_rms_m,candidate_pnp_baseline_error_m,pnp_baseline_tag_a,pnp_baseline_tag_b,pnp_baseline_measured_m,pnp_baseline_expected_m,accepted_calibration_samples,max_ref_world_error_m,max_ref_range_error_m,camera_K_00,camera_K_01,camera_K_02,camera_K_10,camera_K_11,camera_K_12,camera_K_20,camera_K_21,camera_K_22,camera_dist_0,camera_dist_1,camera_dist_2,camera_dist_3,camera_dist_4,ref_101_detected,ref_101_target_x_m,ref_101_target_y_m,ref_101_center_px_x,ref_101_center_px_y,ref_101_corner0_px_x,ref_101_corner0_px_y,ref_101_corner1_px_x,ref_101_corner1_px_y,ref_101_corner2_px_x,ref_101_corner2_px_y,ref_101_corner3_px_x,ref_101_corner3_px_y,ref_101_cam_x_m,ref_101_cam_y_m,ref_101_cam_z_m,ref_101_range_m,ref_101_map_x_m,ref_101_map_y_m,ref_102_detected,ref_102_target_x_m,ref_102_target_y_m,ref_102_center_px_x,ref_102_center_px_y,ref_102_corner0_px_x,ref_102_corner0_px_y,ref_102_corner1_px_x,ref_102_corner1_px_y,ref_102_corner2_px_x,ref_102_corner2_px_y,ref_102_corner3_px_x,ref_102_corner3_px_y,ref_102_cam_x_m,ref_102_cam_y_m,ref_102_cam_z_m,ref_102_range_m,ref_102_map_x_m,ref_102_map_y_m,candidate_H_00,candidate_H_01,candidate_H_02,candidate_H_10,candidate_H_11,candidate_H_12,candidate_H_20,candidate_H_21,candidate_H_22,active_map_H_00,active_map_H_01,active_map_H_02,active_map_H_10,active_map_H_11,active_map_H_12,active_map_H_20,active_map_H_21,active_map_H_22
372,36.1092,1785357790.958,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.370196,0.898181,101,102,3.361819,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.109,707.214,65.850,791.556,9.791,779.986,79.645,716.299,134.762,723.098,-2.846690,0.619838,1.800457,3.424834,,,1,4.260000,0.000000,1690.005,854.029,1843.475,934.439,1760.593,935.393,1706.016,840.328,1784.379,843.220,-1.213834,-0.529988,-0.903893,1.603528,,,0.0061863582,0.0061164199,-5.0507955520,0.0005038820,-0.0060081914,4.4820792595,0.0003168438,0.0012789476,1.0000000000,,,,,,,,,
373,36.2093,1785357791.075,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.371548,0.878969,101,102,3.381031,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.109,707.158,65.627,791.539,9.776,779.307,79.532,716.355,134.968,723.416,-2.864450,0.623473,1.811636,3.446131,,,1,4.260000,0.000000,1690.009,854.024,1843.419,934.370,1760.663,935.349,1706.109,840.287,1784.342,843.297,-1.215442,-0.530675,-0.904996,1.605594,,,0.0097279465,0.0095987716,-7.9269813401,0.0007985351,-0.0095198472,7.0982286764,0.0004077953,0.0028307463,1.0000000000,,,,,,,,,
374,36.3185,1785357791.164,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.382316,0.903960,101,102,3.356040,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.163,707.244,65.940,791.587,9.540,780.235,79.655,716.202,134.742,723.187,-2.841260,0.618826,1.796945,3.418291,,,1,4.260000,0.000000,1689.999,854.052,1843.564,934.527,1760.571,935.312,1706.140,840.303,1784.281,843.315,-1.214302,-0.530234,-0.904105,1.604083,,,0.0226409771,0.0222734628,-18.4017587169,0.0017429470,-0.0207976880,15.5051023767,0.0009331180,0.0080983239,1.0000000000,,,,,,,,,
375,36.4133,1785357791.290,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.380746,0.908258,101,102,3.351742,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,321.908,707.286,65.939,791.533,9.827,780.178,79.939,715.913,135.275,723.310,-2.836948,0.617855,1.794756,3.413381,,,1,4.260000,0.000000,1689.994,854.063,1843.477,934.496,1760.644,935.465,1706.100,840.329,1784.438,843.306,-1.213850,-0.530059,-0.903767,1.603493,,,0.0245404909,0.0242046904,-19.9976750988,0.0018815420,-0.0224338151,16.7222931321,0.0010006699,0.0088939639,1.0000000000,,,,,,,,,
376,36.5395,1785357791.385,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,2.770739,0.882788,101,102,3.377212,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.099,707.045,65.602,791.555,9.669,779.210,79.714,716.253,134.747,723.031,-2.857334,0.621444,1.807051,3.437439,,,1,4.260000,0.000000,1689.963,854.085,1843.468,934.422,1760.557,935.229,1705.319,840.425,1784.340,843.445,-1.227499,-0.536114,-0.914945,1.622127,,,0.0018096063,-0.0068190297,3.6042646507,-0.0000951004,0.0004672205,-0.2614276155,0.0004659761,-0.0018549642,1.0000000000,,,,,,,,,
377,36.6268,1785357791.471,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.383031,0.903536,101,102,3.356464,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.117,707.291,65.802,791.535,9.775,780.300,79.635,716.239,134.940,723.281,-2.842408,0.619232,1.797805,3.419771,,,1,4.260000,0.000000,1690.017,854.007,1843.379,934.263,1760.624,935.389,1706.113,840.363,1784.418,843.242,-1.210729,-0.528580,-0.901454,1.599338,,,0.0261355950,0.0258159602,-21.3233986192,0.0019968337,-0.0238406318,17.7739660606,0.0010828402,0.0095125120,1.0000000000,,,,,,,,,
378,36.7139,1785357791.559,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.381597,0.901633,101,102,3.358367,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.114,707.250,65.692,791.489,9.769,780.240,79.763,716.125,134.862,723.295,-2.841980,0.618970,1.797501,3.419209,,,1,4.260000,0.000000,1689.999,854.040,1843.594,934.458,1760.549,935.356,1705.935,840.266,1784.384,843.351,-1.219180,-0.532349,-0.907976,1.610656,,,0.0237753140,0.0234854124,-19.3970177338,0.0018281790,-0.0218210748,16.2675210310,0.0009720047,0.0085783489,1.0000000000,,,,,,,,,
379,36.8015,1785357791.646,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.379170,0.886743,101,102,3.373257,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,321.934,707.163,65.797,791.563,9.590,779.326,80.184,716.086,135.032,723.357,-2.854734,0.621236,1.805841,3.434604,,,1,4.260000,0.000000,1689.998,854.028,1843.547,934.436,1760.549,935.311,1705.800,840.215,1784.190,843.275,-1.223038,-0.534020,-0.911108,1.615896,,,0.0244762354,0.0242916114,-20.0526077910,0.0018916775,-0.0225611550,16.8143904175,0.0009721509,0.0089255026,1.0000000000,,,,,,,,,
380,36.8947,1785357791.743,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.381583,0.897578,101,102,3.362422,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.102,707.311,66.023,791.507,9.630,780.235,79.635,716.233,134.956,723.441,-2.847049,0.620317,1.800789,3.425394,,,1,4.260000,0.000000,1690.003,854.040,1843.658,934.557,1760.623,935.335,1706.040,840.353,1784.373,843.273,-1.214081,-0.530114,-0.903985,1.603809,,,0.0245823645,0.0242733141,-20.0507977609,0.0018884321,-0.0225431933,16.8072404732,0.0010012191,0.0089147341,1.0000000000,,,,,,,,,
381,36.9866,1785357791.831,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.387106,0.892387,101,102,3.367613,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.088,707.261,65.870,791.530,9.849,779.930,79.540,716.369,134.951,723.295,-2.852475,0.621279,1.804201,3.431871,,,1,4.260000,0.000000,1689.987,854.080,1843.517,934.427,1760.526,935.307,1706.081,840.447,1784.340,843.405,-1.212018,-0.529295,-0.902439,1.601105,,,0.0140117405,0.0124724834,-10.4030305120,0.0010885335,-0.0130017679,9.6956874450,0.0005817737,0.0045277006,1.0000000000,,,,,,,,,
382,37.0739,1785357791.918,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.215195,0.882710,101,102,3.377290,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.067,707.144,65.653,791.536,9.678,779.308,79.699,716.238,135.006,723.396,-2.860903,0.622610,1.809463,3.441884,,,1,4.260000,0.000000,1690.014,854.009,1843.404,934.265,1760.693,935.381,1706.017,840.333,1784.450,843.305,-1.215390,-0.530624,-0.905022,1.605553,,,-0.0009664357,-0.0017382811,1.3818759423,0.0000191659,-0.0002314649,0.1712312179,-0.0004825572,-0.0006491527,1.0000000000,,,,,,,,,
383,37.1608,1785357792.006,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.380317,0.906052,101,102,3.353948,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.069,707.338,65.719,791.580,9.752,780.424,79.729,716.212,135.213,723.307,-2.837220,0.618259,1.794662,3.413630,,,1,4.260000,0.000000,1690.010,854.008,1843.566,934.452,1760.591,935.128,1705.898,840.290,1784.304,843.320,-1.220622,-0.532915,-0.909109,1.612574,,,0.0238632306,0.0236227829,-19.5109540989,0.0018350746,-0.0219250836,16.3469444559,0.0009633938,0.0086395038,1.0000000000,,,,,,,,,
384,37.2481,1785357792.092,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.410959,0.898459,101,102,3.361541,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.182,707.214,65.386,791.534,9.746,780.035,79.767,716.197,134.831,723.330,-2.845888,0.619726,1.799808,3.423806,,,1,4.260000,0.000000,1690.016,854.005,1843.454,934.398,1760.665,935.350,1706.061,840.249,1784.418,843.261,-1.216624,-0.531153,-0.905915,1.607164,,,6.5109937152,5.5634329609,-4658.4822346409,0.4322745114,-5.1794701213,3861.6738228806,0.2927251087,2.5680912088,1.0000000000,,,,,,,,,
385,37.3351,1785357792.180,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.385362,0.906305,101,102,3.353695,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.075,707.270,65.694,791.599,9.730,780.131,79.803,716.215,135.035,723.233,-2.841428,0.618898,1.797247,3.418603,,,1,4.260000,0.000000,1689.998,854.070,1843.422,934.398,1760.844,935.397,1706.315,840.544,1784.394,843.337,-1.205097,-0.526235,-0.896887,1.591725,,,0.0345386326,0.0342133908,-28.2512470738,0.0026092625,-0.0311064391,23.1879063201,0.0014540375,0.0128887909,1.0000000000,,,,,,,,,
386,37.4220,1785357792.273,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.383307,0.903948,101,102,3.356052,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.135,707.244,65.656,791.562,9.625,780.160,79.690,716.182,134.994,723.256,-2.841598,0.618875,1.797213,3.418721,,,1,4.260000,0.000000,1690.019,854.003,1843.403,934.260,1760.522,935.232,1706.189,840.285,1784.293,843.328,-1.212989,-0.529559,-0.903124,1.602313,,,0.0273324121,0.0270535715,-22.3388539639,0.0020866443,-0.0249092747,18.5693410612,0.0011316789,0.0100036802,1.0000000000,,,,,,,,,
387,37.5159,1785357792.360,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.381274,0.910010,101,102,3.349990,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,321.964,707.261,65.497,791.650,9.839,780.062,79.984,716.035,135.359,723.191,-2.835019,0.617377,1.793403,3.410980,,,1,4.260000,0.000000,1689.991,854.065,1843.430,934.391,1760.560,935.353,1706.068,840.339,1784.226,843.339,-1.215056,-0.530595,-0.904802,1.605167,,,0.0258697285,0.0256356623,-21.1692129035,0.0019808260,-0.0236244519,17.6097926476,0.0010600608,0.0094302480,1.0000000000,,,,,,,,,
388,37.6028,1785357792.448,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.376328,0.892103,101,102,3.367897,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.102,707.252,65.458,791.519,9.744,779.873,79.553,716.392,135.324,723.346,-2.850913,0.620914,1.803178,3.429970,,,1,4.260000,0.000000,1690.005,854.023,1843.286,934.211,1760.675,935.338,1705.973,840.295,1784.321,843.350,-1.219082,-0.532272,-0.907914,1.610522,,,0.0171607002,0.0171327693,-14.1369445391,0.0013555297,-0.0161814435,12.0641944239,0.0006878631,0.0059156864,1.0000000000,,,,,,,,,
389,37.6915,1785357792.536,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.383839,0.895264,101,102,3.364736,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.288,707.273,65.368,791.539,9.713,780.161,79.383,716.520,134.931,723.375,-2.850833,0.621134,1.802781,3.429734,,,1,4.260000,0.000000,1690.013,854.020,1843.586,934.408,1760.497,935.322,1706.125,840.394,1784.454,843.276,-1.209029,-0.527864,-0.900131,1.597069,,,0.0267838267,0.0266111119,-21.9653503383,0.0020508057,-0.0244924476,18.2619635118,0.0011151546,0.0097720010,1.0000000000,,,,,,,,,
390,37.7778,1785357792.622,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.381954,0.900684,101,102,3.359316,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.009,707.262,65.725,791.523,10.068,780.072,79.721,716.098,135.041,723.292,-2.844124,0.619398,1.799074,3.421894,,,1,4.260000,0.000000,1690.022,853.990,1843.590,934.360,1760.627,935.327,1706.041,840.303,1784.352,843.231,-1.214125,-0.530031,-0.904057,1.603855,,,0.0245802492,0.0242243452,-20.0131467852,0.0018856526,-0.0225033299,16.7748755300,0.0010115981,0.0088913293,1.0000000000,,,,,,,,,
391,37.8646,1785357792.713,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.384193,0.899421,101,102,3.360579,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.160,707.173,65.431,791.434,9.738,779.979,79.741,716.186,134.827,723.245,-2.846954,0.619768,1.800486,3.425056,,,1,4.260000,0.000000,1690.011,854.028,1843.502,934.410,1760.552,935.291,1706.170,840.399,1784.459,843.301,-1.209346,-0.528014,-0.900314,1.597461,,,0.0281479758,0.0279132152,-23.0410982298,0.0021494076,-0.0256324521,19.1064407017,0.0011777380,0.0103138641,1.0000000000,,,,,,,,,
392,37.9563,1785357792.802,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.377565,0.879472,101,102,3.380528,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.196,707.130,65.608,791.552,9.633,779.440,79.440,716.408,134.815,723.258,-2.860718,0.622614,1.809079,3.441529,,,1,4.260000,0.000000,1689.996,853.999,1843.512,934.352,1760.487,935.270,1705.328,840.267,1784.451,843.288,-1.226364,-0.535439,-0.914112,1.620575,,,0.0204828905,0.0202814711,-16.7422039734,0.0016008819,-0.0191220799,14.2541909432,0.0007880343,0.0073360458,1.0000000000,,,,,,,,,
393,38.0444,1785357792.891,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.194531,0.888631,101,102,3.371369,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,321.938,707.226,66.175,791.537,9.626,779.617,79.641,716.201,135.273,723.300,-2.853295,0.621192,1.804982,3.432948,,,1,4.260000,0.000000,1689.984,854.075,1843.521,934.524,1760.611,935.340,1705.904,840.288,1784.400,843.421,-1.221798,-0.533566,-0.909955,1.614156,,,0.0049316759,0.0111213543,-8.7198140427,0.0002743343,-0.0031948880,2.3763760964,-0.0000529765,0.0016452994,1.0000000000,,,,,,,,,
394,38.1487,1785357793.000,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.378179,0.910196,101,102,3.349804,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,321.827,707.260,65.512,791.443,9.761,780.081,80.080,716.010,135.825,723.154,-2.833404,0.616912,1.792649,3.409157,,,1,4.260000,0.000000,1689.979,854.093,1843.499,934.475,1760.611,935.391,1705.971,840.323,1784.388,843.469,-1.219930,-0.532784,-0.908478,1.611651,,,0.0239715255,0.0239217891,-19.7433948471,0.0018505776,-0.0220557988,16.4390970157,0.0009626693,0.0087013950,1.0000000000,,,,,,,,,
395,38.2447,1785357793.095,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.381631,0.899839,101,102,3.360161,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,321.992,707.282,65.638,791.531,9.985,780.031,79.610,716.319,135.377,723.189,-2.844650,0.619582,1.799459,3.422567,,,1,4.260000,0.000000,1689.986,854.087,1843.380,934.413,1760.747,935.473,1706.142,840.363,1784.447,843.433,-1.215166,-0.530680,-0.904679,1.605208,,,0.0257975897,0.0255895584,-21.1296430151,0.0019800805,-0.0236101766,17.6001774149,0.0010626583,0.0093911743,1.0000000000,,,,,,,,,
396,38.3378,1785357793.182,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.362660,0.889369,101,102,3.370631,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.095,707.166,65.646,791.604,9.621,779.492,79.768,716.208,134.935,723.352,-2.855110,0.621462,1.805765,3.434917,,,1,4.260000,0.000000,1690.001,854.044,1843.474,934.443,1760.570,935.322,1706.075,840.348,1784.316,843.283,-1.213561,-0.529896,-0.903634,1.603145,,,0.0017454741,-0.0003918350,0.1712664569,0.0000658099,-0.0008016550,0.6004867277,0.0000260258,-0.0003905383,1.0000000000,,,,,,,,,
397,38.4244,1785357793.269,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.382401,0.896512,101,102,3.363488,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.183,707.290,65.761,791.528,9.774,780.198,79.135,716.557,135.181,723.189,-2.848732,0.620660,1.801673,3.427319,,,1,4.260000,0.000000,1690.001,854.041,1843.507,934.481,1760.572,935.320,1706.022,840.407,1784.266,843.193,-1.211580,-0.529028,-0.902213,1.600558,,,0.0262526129,0.0260352067,-21.4956866020,0.0020116820,-0.0240216276,17.9098796340,0.0010753244,0.0095885345,1.0000000000,,,,,,,,,
398,38.5113,1785357793.358,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.382205,0.909892,101,102,3.350108,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.011,707.296,65.759,791.539,9.664,780.280,79.734,716.173,135.387,723.212,-2.836859,0.617961,1.794508,3.413196,,,1,4.260000,0.000000,1690.008,854.033,1843.590,934.496,1760.521,935.269,1706.182,840.383,1784.195,843.205,-1.208644,-0.527721,-0.899847,1.596569,,,0.0277878533,0.0275688256,-22.7638728433,0.0021193678,-0.0252877956,18.8512494449,0.0011459098,0.0101995295,1.0000000000,,,,,,,,,
